land_size_m2,building_size_m2,bedrooms,bathrooms,city,price_in_rp
61.0,78.0,3.0,2.0, Depok,875000000.0
98.0,78.0,2.0,3.0, Depok,1200000000.0
67.0,54.0,3.0,2.0, Depok,800000000.0
62.0,63.0,3.0,2.0, Depok,750000000.0
143.0,180.0,4.0,3.0, Depok,1980000000.0
83.0,154.0,5.0,2.0, Depok,1050000000.0
232.0,150.0,4.0,4.0, Depok,2990000000.0
88.0,40.0,2.0,1.0, Depok,595000000.0
83.0,154.0,5.0,2.0, Depok,1050000000.0
73.0,40.0,2.0,1.0, Depok,535000000.0
90.0,70.0,3.0,2.0, Depok,897000000.0
60.0,54.0,3.0,2.0, Depok,678000000.0
60.0,46.0,2.0,2.0, Depok,617000000.0
232.0,150.0,4.0,4.0, Depok,2990000000.0
86.0,50.0,2.0,1.0, Depok,1020000000.0
105.0,60.0,2.0,1.0, Depok,945000000.0
105.0,60.0,2.0,1.0, Depok,945000000.0
83.0,154.0,3.0,2.0, Depok,1050000000.0
84.0,48.0,2.0,1.0, Depok,840000000.0
67.0,70.0,3.0,2.0, Depok,1020000000.0
115.0,135.0,4.0,2.0, Depok,1300000000.0
68.0,56.0,3.0,2.0, Depok,800000000.0
60.0,77.0,3.0,2.0, Depok,795000000.0
70.0,70.0,3.0,2.0, Depok,897000000.0
60.0,46.0,2.0,2.0, Depok,607000000.0
158.0,90.0,2.0,2.0, Depok,1950000000.0
218.0,45.0,2.0,1.0, Depok,2500000000.0
62.0,70.0,3.0,2.0, Depok,710000000.0
101.0,78.0,3.0,3.0, Depok,800000000.0
218.0,45.0,2.0,1.0, Depok,2300000000.0
56.0,60.0,3.0,2.0, Depok,850000000.0
178.0,135.0,4.0,2.0, Depok,900000000.0
70.0,69.0,3.0,2.0, Depok,839000000.0
280.0,400.0,5.0,4.0, Depok,3300000000.0
40.0,52.0,2.0,2.0, Depok,662000000.0
57.0,54.0,3.0,2.0, Depok,679000000.0
163.0,130.0,3.0,3.0, Depok,1960000000.0
74.0,88.0,3.0,2.0, Depok,1510000000.0
90.0,90.0,3.0,2.0, Depok,1470000000.0
151.0,88.0,3.0,2.0, Depok,1610000000.0
78.0,110.0,3.0,3.0, Depok,1340000000.0
58.0,76.0,3.0,2.0, Depok,865000000.0
61.0,37.0,2.0,1.0, Depok,563000000.0
61.0,37.0,2.0,1.0, Depok,563000000.0
61.0,37.0,2.0,1.0, Depok,563000000.0
92.0,45.0,2.0,1.0, Depok,670000000.0
60.0,36.0,2.0,1.0, Depok,260000000.0
62.0,36.0,2.0,1.0, Depok,365000000.0
82.0,50.0,2.0,1.0, Depok,660000000.0
40.0,36.0,2.0,1.0, Depok,195000000.0
60.0,36.0,2.0,1.0, Depok,440000000.0
203.0,130.0,3.0,2.0, Depok,400000000.0
60.0,30.0,2.0,1.0, Depok,85000000.0
74.0,36.0,2.0,1.0, Depok,410000000.0
72.0,36.0,2.0,1.0, Depok,473000000.0
85.0,36.0,2.0,1.0, Depok,501000000.0
50.0,36.0,2.0,1.0, Depok,200000000.0
50.0,36.0,2.0,1.0, Depok,215000000.0
74.0,36.0,2.0,1.0, Depok,559000000.0
65.0,36.0,2.0,1.0, Depok,410000000.0
75.0,27.0,2.0,1.0, Depok,372000000.0
75.0,27.0,2.0,1.0, Depok,375000000.0
60.0,40.0,2.0,1.0, Depok,325000000.0
60.0,40.0,2.0,1.0, Depok,325000000.0
60.0,40.0,2.0,1.0, Depok,325000000.0
55.0,36.0,2.0,1.0, Depok,150000000.0
109.0,90.0,3.0,2.0, Depok,1560000000.0
50.0,85.0,3.0,3.0, Depok,849000000.0
70.0,115.0,3.0,2.0, Depok,960000000.0
70.0,48.0,2.0,1.0, Depok,615000000.0
88.0,120.0,3.0,3.0, Depok,940000000.0
91.0,70.0,3.0,2.0, Depok,775000000.0
75.0,50.0,2.0,1.0, Depok,625000000.0
64.0,60.0,2.0,2.0, Depok,680000000.0
105.0,55.0,2.0,1.0, Depok,700000000.0
85.0,50.0,2.0,1.0, Depok,600000000.0
80.0,95.0,4.0,3.0, Depok,995000000.0
92.0,70.0,3.0,2.0, Depok,774000000.0
70.0,48.0,2.0,1.0, Depok,590000000.0
50.0,70.0,3.0,2.0, Depok,754000000.0
68.0,56.0,3.0,2.0, Depok,774000000.0
70.0,60.0,3.0,2.0, Depok,799000000.0
85.0,50.0,2.0,1.0, Depok,600000000.0
70.0,55.0,2.0,1.0, Depok,725000000.0
70.0,89.0,3.0,2.0, Depok,790000000.0
60.0,80.0,3.0,2.0, Depok,900000000.0
60.0,60.0,2.0,2.0, Depok,680000000.0
98.0,130.0,3.0,3.0, Depok,1490000000.0
95.0,130.0,3.0,3.0, Depok,1490000000.0
72.0,45.0,2.0,1.0, Depok,484000000.0
84.0,104.0,3.0,3.0, Depok,1550000000.0
101.0,48.0,2.0,1.0, Depok,730000000.0
70.0,48.0,2.0,1.0, Depok,590000000.0
72.0,48.0,2.0,1.0, Depok,595000000.0
70.0,48.0,2.0,1.0, Depok,592000000.0
72.0,50.0,2.0,1.0, Depok,550000000.0
70.0,45.0,2.0,1.0, Depok,680000000.0
70.0,115.0,3.0,2.0, Depok,965000000.0
131.0,140.0,3.0,1.0, Depok,870000000.0
164.0,95.0,3.0,2.0, Depok,1260000000.0
72.0,42.0,2.0,1.0, Depok,780000000.0
81.0,81.0,3.0,1.0, Depok,900000000.0
72.0,42.0,2.0,1.0, Depok,780000000.0
84.0,40.0,2.0,2.0, Depok,1020000000.0
81.0,81.0,3.0,1.0, Depok,900000000.0
164.0,95.0,3.0,2.0, Depok,1260000000.0
72.0,42.0,2.0,1.0, Depok,780000000.0
84.0,40.0,2.0,2.0, Depok,1020000000.0
164.0,95.0,3.0,2.0, Depok,1260000000.0
94.0,70.0,3.0,2.0, Depok,1150000000.0
75.0,50.0,2.0,1.0, Depok,500000000.0
131.0,140.0,3.0,1.0, Depok,870000000.0
131.0,140.0,3.0,1.0, Depok,870000000.0
108.0,90.0,2.0,1.0, Depok,960000000.0
131.0,140.0,3.0,1.0, Depok,870000000.0
108.0,90.0,2.0,1.0, Depok,960000000.0
131.0,140.0,3.0,1.0, Depok,870000000.0
108.0,90.0,2.0,1.0, Depok,960000000.0
164.0,95.0,3.0,2.0, Depok,1260000000.0
72.0,52.0,3.0,1.0, Depok,630000000.0
70.0,48.0,2.0,1.0, Depok,470000000.0
72.0,45.0,2.0,1.0, Depok,484000000.0
84.0,70.0,3.0,2.0, Depok,785000000.0
124.0,75.0,3.0,3.0, Depok,1370000000.0
234.0,150.0,3.0,3.0, Depok,3500000000.0
234.0,150.0,3.0,3.0, Depok,3500000000.0
84.0,76.0,3.0,2.0, Depok,1140000000.0
98.0,68.0,3.0,1.0, Depok,780000000.0
72.0,90.0,3.0,2.0, Depok,1560000000.0
72.0,72.0,2.0,1.0, Depok,660000000.0
60.0,60.0,3.0,2.0, Depok,750000000.0
72.0,90.0,3.0,2.0, Depok,1560000000.0
98.0,68.0,3.0,1.0, Depok,780000000.0
72.0,72.0,2.0,1.0, Depok,660000000.0
72.0,72.0,2.0,1.0, Depok,660000000.0
72.0,72.0,2.0,1.0, Depok,660000000.0
86.0,50.0,2.0,1.0, Depok,1020000000.0
72.0,90.0,3.0,2.0, Depok,1560000000.0
96.0,71.0,2.0,1.0, Depok,800000000.0
60.0,38.0,2.0,1.0, Depok,465000000.0
96.0,71.0,2.0,1.0, Depok,800000000.0
72.0,72.0,2.0,1.0, Depok,660000000.0
72.0,90.0,3.0,2.0, Depok,1560000000.0
98.0,68.0,3.0,1.0, Depok,780000000.0
96.0,71.0,2.0,1.0, Depok,800000000.0
60.0,38.0,2.0,1.0, Depok,464000000.0
84.0,71.0,3.0,2.0, Depok,800000000.0
89.0,80.0,3.0,2.0, Depok,999000000.0
81.0,70.0,3.0,2.0, Depok,970000000.0
60.0,54.0,3.0,2.0, Depok,580000000.0
67.0,65.0,3.0,2.0, Depok,775000000.0
78.0,45.0,2.0,2.0, Depok,70000000.0
78.0,36.0,2.0,1.0, Depok,660000000.0
66.0,56.0,3.0,2.0, Depok,725000000.0
74.0,36.0,2.0,1.0, Depok,559000000.0
95.0,100.0,3.0,3.0, Depok,995000000.0
66.0,56.0,3.0,2.0, Depok,725000000.0
66.0,56.0,3.0,2.0, Depok,699000000.0
120.0,150.0,4.0,3.0, Depok,1350000000.0
60.0,60.0,3.0,2.0, Depok,615000000.0
60.0,36.0,2.0,1.0, Depok,220000000.0
60.0,38.0,2.0,1.0, Depok,500000000.0
96.0,75.0,3.0,3.0, Depok,1100000000.0
167.0,160.0,2.0,3.0, Depok,1920000000.0
113.0,150.0,2.0,2.0, Depok,2040000000.0
72.0,140.0,3.0,3.0, Depok,1560000000.0
167.0,160.0,2.0,3.0, Depok,1920000000.0
96.0,75.0,3.0,3.0, Depok,1100000000.0
96.0,75.0,3.0,3.0, Depok,1100000000.0
72.0,140.0,3.0,3.0, Depok,1560000000.0
151.0,150.0,4.0,3.0, Depok,1500000000.0
95.0,105.0,3.0,2.0, Depok,1980000000.0
42.0,66.0,3.0,2.0, Depok,699000000.0
108.0,90.0,2.0,1.0, Depok,960000000.0
96.0,75.0,3.0,3.0, Depok,1100000000.0
167.0,160.0,2.0,3.0, Depok,1920000000.0
113.0,150.0,2.0,2.0, Depok,2040000000.0
72.0,140.0,3.0,3.0, Depok,1560000000.0
151.0,150.0,4.0,3.0, Depok,1500000000.0
113.0,150.0,2.0,2.0, Depok,2040000000.0
78.0,110.0,3.0,3.0, Depok,1650000000.0
151.0,150.0,4.0,3.0, Depok,1500000000.0
180.0,112.0,3.0,3.0, Depok,1410000000.0
151.0,150.0,4.0,3.0, Depok,1500000000.0
96.0,75.0,3.0,3.0, Depok,1100000000.0
112.0,180.0,3.0,3.0, Depok,1410000000.0
112.0,180.0,3.0,3.0, Depok,1410000000.0
167.0,160.0,2.0,3.0, Depok,1920000000.0
72.0,140.0,3.0,3.0, Depok,1560000000.0
70.0,45.0,2.0,1.0, Depok,295000000.0
84.0,155.0,3.0,3.0, Depok,1720000000.0
67.0,90.0,4.0,3.0, Depok,1430000000.0
305.0,200.0,3.0,3.0, Depok,2900000000.0
164.0,104.0,3.0,3.0, Depok,1500000000.0
86.0,50.0,2.0,1.0, Depok,1020000000.0
164.0,104.0,3.0,3.0, Depok,1500000000.0
119.0,90.0,3.0,2.0, Depok,900000000.0
84.0,48.0,2.0,1.0, Depok,840000000.0
84.0,48.0,2.0,1.0, Depok,840000000.0
96.0,71.0,2.0,1.0, Depok,800000000.0
86.0,50.0,2.0,1.0, Depok,1020000000.0
105.0,60.0,2.0,1.0, Depok,945000000.0
120.0,140.0,3.0,2.0, Depok,1020000000.0
105.0,60.0,2.0,1.0, Depok,945000000.0
164.0,104.0,3.0,3.0, Depok,1500000000.0
90.0,70.0,3.0,2.0, Depok,897000000.0
119.0,90.0,3.0,2.0, Depok,900000000.0
90.0,135.0,2.0,2.0, Depok,1200000000.0
84.0,48.0,2.0,1.0, Depok,840000000.0
98.0,78.0,2.0,3.0, Depok,1200000000.0
120.0,140.0,3.0,2.0, Depok,1020000000.0
164.0,104.0,3.0,3.0, Depok,1500000000.0
220.0,180.0,3.0,3.0, Depok,1300000000.0
140.0,140.0,3.0,2.0, Depok,1000000000.0
160.0,230.0,4.0,3.0, Depok,1850000000.0
90.0,70.0,2.0,1.0, Depok,1080000000.0
180.0,200.0,3.0,4.0, Depok,2280000000.0
119.0,90.0,3.0,2.0, Depok,900000000.0
119.0,90.0,3.0,2.0, Depok,900000000.0
71.0,61.0,3.0,2.0, Depok,870000000.0
90.0,70.0,2.0,1.0, Depok,1080000000.0
90.0,70.0,2.0,1.0, Depok,1080000000.0
180.0,200.0,3.0,4.0, Depok,2280000000.0
115.0,145.0,3.0,3.0, Depok,1560000000.0
90.0,45.0,2.0,2.0, Depok,900000000.0
106.0,150.0,3.0,3.0, Depok,1800000000.0
106.0,150.0,3.0,3.0, Depok,1800000000.0
106.0,150.0,3.0,3.0, Depok,1800000000.0
106.0,150.0,3.0,3.0, Depok,1800000000.0
150.0,115.0,3.0,3.0, Depok,2040000000.0
194.0,120.0,3.0,4.0, Depok,4200000000.0
55.0,55.0,2.0,2.0, Depok,658000000.0
180.0,200.0,3.0,4.0, Depok,2280000000.0
98.0,68.0,3.0,1.0, Depok,780000000.0
115.0,145.0,3.0,3.0, Depok,1560000000.0
90.0,45.0,2.0,2.0, Depok,900000000.0
115.0,145.0,3.0,3.0, Depok,1560000000.0
90.0,45.0,2.0,2.0, Depok,900000000.0
150.0,115.0,3.0,3.0, Depok,2040000000.0
90.0,45.0,2.0,2.0, Depok,900000000.0
180.0,200.0,3.0,4.0, Depok,2280000000.0
115.0,145.0,3.0,3.0, Depok,1560000000.0
194.0,120.0,3.0,4.0, Depok,4200000000.0
70.0,68.0,3.0,2.0, Depok,800000000.0
55.0,55.0,2.0,2.0, Depok,556000000.0
54.0,55.0,2.0,2.0, Depok,651000000.0
72.0,70.0,3.0,2.0, Depok,995000000.0
120.0,100.0,3.0,3.0, Depok,1200000000.0
120.0,100.0,3.0,3.0, Depok,1200000000.0
72.0,105.0,3.0,4.0, Depok,1100000000.0
84.0,55.0,2.0,1.0, Depok,485000000.0
78.0,120.0,3.0,2.0, Depok,1400000000.0
95.0,105.0,3.0,2.0, Depok,1980000000.0
78.0,110.0,3.0,3.0, Depok,1650000000.0
152.0,88.0,3.0,2.0, Depok,1680000000.0
72.0,43.0,1.0,1.0, Depok,750000000.0
85.0,100.0,2.0,2.0, Depok,950000000.0
468.0,400.0,5.0,5.0, Depok,6500000000.0
78.0,120.0,3.0,2.0, Depok,1400000000.0
72.0,110.0,3.0,3.0, Depok,1150000000.0
90.0,60.0,2.0,1.0, Depok,960000000.0
78.0,120.0,3.0,2.0, Depok,1400000000.0
95.0,105.0,3.0,2.0, Depok,1980000000.0
150.0,200.0,4.0,3.0, Depok,2520000000.0
109.0,90.0,3.0,2.0, Depok,1560000000.0
151.0,150.0,4.0,3.0, Depok,1500000000.0
167.0,160.0,2.0,3.0, Depok,1920000000.0
72.0,140.0,3.0,3.0, Depok,1560000000.0
78.0,120.0,3.0,2.0, Depok,1400000000.0
150.0,200.0,4.0,3.0, Depok,2520000000.0
132.0,125.0,4.0,3.0, Depok,2520000000.0
95.0,105.0,3.0,2.0, Depok,1980000000.0
110.0,140.0,4.0,4.0, Depok,2640000000.0
113.0,150.0,2.0,2.0, Depok,2040000000.0
78.0,110.0,3.0,3.0, Depok,1650000000.0
180.0,112.0,3.0,3.0, Depok,1410000000.0
120.0,77.0,2.0,2.0, Depok,1200000000.0
140.0,200.0,4.0,3.0, Depok,1650000000.0
120.0,180.0,3.0,3.0, Depok,1900000000.0
118.0,160.0,3.0,3.0, Depok,2200000000.0
120.0,158.0,3.0,3.0, Depok,2550000000.0
60.0,73.0,3.0,2.0, Depok,1480000000.0
246.0,320.0,4.0,4.0, Depok,5700000000.0
200.0,365.0,4.0,4.0, Depok,3500000000.0
112.0,56.0,3.0,1.0, Depok,1570000000.0
70.0,115.0,3.0,2.0, Depok,970000000.0
120.0,180.0,4.0,2.0, Depok,1950000000.0
250.0,225.0,3.0,3.0, Depok,3000000000.0
425.0,237.0,5.0,4.0, Depok,4000000000.0
170.0,200.0,4.0,2.0, Depok,750000000.0
65.0,78.0,3.0,3.0, Depok,800000000.0
120.0,178.0,3.0,3.0, Depok,2500000000.0
101.0,78.0,3.0,3.0, Depok,890000000.0
118.0,160.0,4.0,3.0, Depok,2200000000.0
234.0,400.0,3.0,3.0, Depok,4200000000.0
158.0,145.0,2.0,2.0, Depok,4000000000.0
321.0,500.0,6.0,4.0, Depok,3500000000.0
500.0,460.0,3.0,3.0, Depok,6850000000.0
300.0,250.0,3.0,3.0, Depok,3950000000.0
150.0,220.0,3.0,3.0, Depok,1900000000.0
710.0,388.0,4.0,3.0, Depok,6200000000.0
540.0,350.0,4.0,3.0, Depok,5800000000.0
387.0,175.0,4.0,3.0, Depok,4500000000.0
72.0,110.0,3.0,4.0, Depok,1090000000.0
60.0,70.0,2.0,2.0, Depok,680000000.0
187.0,200.0,3.0,3.0, Depok,2750000000.0
78.0,110.0,3.0,3.0, Depok,1650000000.0
120.0,83.0,2.0,2.0, Depok,2280000000.0
120.0,140.0,3.0,3.0, Depok,1500000000.0
108.0,150.0,2.0,2.0, Depok,1650000000.0
132.0,90.0,2.0,2.0, Depok,1200000000.0
80.0,138.0,3.0,3.0, Depok,1350000000.0
75.0,36.0,2.0,1.0, Depok,525000000.0
120.0,91.0,3.0,2.0, Depok,2130000000.0
56.0,93.0,2.0,2.0, Depok,1450000000.0
62.0,73.0,3.0,2.0, Depok,1480000000.0
71.0,84.0,3.0,3.0, Depok,1590000000.0
93.0,88.0,3.0,2.0, Depok,1170000000.0
150.0,200.0,4.0,3.0, Depok,2520000000.0
390.0,300.0,4.0,4.0, Depok,4300000000.0
93.0,88.0,3.0,2.0, Depok,1170000000.0
68.0,40.0,2.0,1.0, Depok,400000000.0
109.0,90.0,3.0,2.0, Depok,1560000000.0
72.0,43.0,1.0,1.0, Depok,750000000.0
82.0,50.0,2.0,1.0, Depok,660000000.0
108.0,90.0,2.0,1.0, Depok,960000000.0
82.0,50.0,2.0,1.0, Depok,660000000.0
120.0,45.0,2.0,1.0, Depok,1200000000.0
109.0,90.0,3.0,2.0, Depok,1560000000.0
72.0,90.0,3.0,2.0, Depok,793000000.0
109.0,90.0,3.0,2.0, Depok,1560000000.0
66.0,42.0,2.0,1.0, Depok,484000000.0
60.0,40.0,2.0,1.0, Depok,300000000.0
72.0,43.0,1.0,1.0, Depok,750000000.0
50.0,36.0,2.0,1.0, Depok,235000000.0
90.0,160.0,3.0,2.0, Depok,1320000000.0
82.0,50.0,2.0,1.0, Depok,660000000.0
81.0,81.0,3.0,1.0, Depok,900000000.0
164.0,95.0,3.0,2.0, Depok,1260000000.0
90.0,160.0,3.0,2.0, Depok,1320000000.0
72.0,43.0,1.0,1.0, Depok,750000000.0
72.0,42.0,2.0,1.0, Depok,780000000.0
120.0,100.0,3.0,3.0, Depok,1200000000.0
72.0,43.0,1.0,1.0, Depok,750000000.0
82.0,50.0,2.0,1.0, Depok,660000000.0
120.0,100.0,3.0,3.0, Depok,1200000000.0
84.0,40.0,2.0,2.0, Depok,1020000000.0
109.0,90.0,3.0,2.0, Depok,1560000000.0
101.0,78.0,3.0,3.0, Depok,901000000.0
101.0,91.0,3.0,3.0, Depok,901000000.0
91.0,101.0,4.0,3.0, Depok,1110000000.0
60.0,45.0,2.0,1.0, Depok,485000000.0
600.0,300.0,4.0,3.0, Depok,4000000000.0
84.0,75.0,2.0,2.0, Depok,1200000000.0
68.0,56.0,3.0,2.0, Depok,800000000.0
70.0,69.0,3.0,2.0, Depok,750000000.0
68.0,38.0,2.0,1.0, Depok,600000000.0
72.0,52.0,3.0,1.0, Depok,650000000.0
84.0,45.0,2.0,1.0, Depok,917000000.0
70.0,118.0,4.0,2.0, Depok,950000000.0
70.0,115.0,3.0,2.0, Depok,955000000.0
124.0,135.0,4.0,4.0, Depok,1870000000.0
63.0,40.0,2.0,1.0, Depok,285000000.0
158.0,133.0,4.0,4.0, Depok,2490000000.0
142.0,126.0,3.0,3.0, Depok,2280000000.0
50.0,36.0,2.0,1.0, Depok,230000000.0
200.0,120.0,3.0,4.0, Depok,3500000000.0
101.0,78.0,3.0,3.0, Depok,800000000.0
55.0,42.0,2.0,1.0, Depok,387000000.0
72.0,42.0,2.0,1.0, Depok,485000000.0
73.0,45.0,2.0,1.0, Depok,525000000.0
120.0,79.0,3.0,2.0, Depok,1600000000.0
60.0,80.0,4.0,2.0, Depok,445000000.0
144.0,68.0,2.0,2.0, Depok,1450000000.0
50.0,36.0,2.0,1.0, Depok,200000000.0
112.0,120.0,5.0,4.0, Depok,1800000000.0
66.0,50.0,2.0,1.0, Depok,750000000.0
119.0,80.0,3.0,1.0, Depok,650000000.0
110.0,103.0,3.0,3.0, Depok,2280000000.0
96.0,103.0,3.0,2.0, Depok,1670000000.0
84.0,85.0,3.0,2.0, Depok,1410000000.0
84.0,75.0,2.0,2.0, Depok,1330000000.0
106.0,75.0,2.0,2.0, Depok,1940000000.0
129.0,120.0,4.0,4.0, Depok,2790000000.0
84.0,75.0,3.0,3.0, Depok,1330000000.0
72.0,45.0,2.0,1.0, Depok,508000000.0
96.0,103.0,4.0,4.0, Depok,1500000000.0
70.0,34.0,2.0,1.0, Depok,583000000.0
52.0,63.0,2.0,2.0, Depok,622000000.0
230.0,150.0,3.0,3.0, Depok,1600000000.0
92.0,74.0,3.0,2.0, Depok,1100000000.0
76.0,66.0,3.0,2.0, Depok,799000000.0
72.0,72.0,3.0,2.0, Depok,590000000.0
75.0,60.0,3.0,2.0, Depok,755000000.0
121.0,71.0,2.0,2.0, Depok,1230000000.0
98.0,78.0,2.0,3.0, Depok,1200000000.0
98.0,78.0,2.0,3.0, Depok,1200000000.0
50.0,30.0,2.0,1.0, Depok,500000000.0
62.0,70.0,3.0,2.0, Depok,699000000.0
120.0,158.0,3.0,3.0, Depok,1800000000.0
235.0,225.0,3.0,2.0, Depok,2600000000.0
98.0,78.0,2.0,2.0, Depok,1200000000.0
70.0,69.0,3.0,2.0, Depok,875000000.0
105.0,60.0,2.0,1.0, Depok,945000000.0
80.0,45.0,2.0,1.0, Depok,660000000.0
80.0,45.0,2.0,1.0, Depok,660000000.0
87.0,45.0,2.0,1.0, Depok,690000000.0
60.0,36.0,3.0,1.0, Depok,350000000.0
109.0,144.0,3.0,3.0, Depok,800000000.0
128.0,110.0,3.0,1.0, Depok,1250000000.0
87.0,45.0,2.0,1.0, Depok,690000000.0
120.0,57.0,2.0,1.0, Depok,950000000.0
106.0,150.0,3.0,3.0, Depok,1800000000.0
150.0,200.0,4.0,3.0, Depok,2520000000.0
96.0,75.0,3.0,3.0, Depok,1100000000.0
72.0,80.0,3.0,3.0, Depok,1150000000.0
72.0,80.0,3.0,3.0, Depok,1150000000.0
72.0,75.0,3.0,2.0, Depok,995000000.0
60.0,51.0,2.0,2.0, Depok,756000000.0
97.0,130.0,3.0,3.0, Depok,1440000000.0
50.0,50.0,2.0,2.0, Depok,725000000.0
102.0,120.0,3.0,3.0, Depok,1350000000.0
57.0,72.0,3.0,2.0, Depok,950000000.0
100.0,120.0,4.0,3.0, Depok,1600000000.0
72.0,75.0,3.0,2.0, Depok,995000000.0
127.0,168.0,5.0,5.0, Depok,2300000000.0
72.0,120.0,3.0,3.0, Depok,1400000000.0
100.0,120.0,3.0,3.0, Depok,1700000000.0
100.0,130.0,3.0,3.0, Depok,1400000000.0
77.0,140.0,3.0,3.0, Depok,1700000000.0
72.0,75.0,3.0,2.0, Depok,995000000.0
86.0,110.0,3.0,3.0, Depok,1420000000.0
127.0,170.0,4.0,3.0, Depok,2300000000.0
125.0,136.0,3.0,3.0, Depok,1950000000.0
72.0,42.0,2.0,1.0, Depok,770000000.0
300.0,317.0,4.0,4.0, Depok,1350000000.0
90.0,45.0,2.0,2.0, Depok,900000000.0
194.0,120.0,3.0,4.0, Depok,4200000000.0
72.0,90.0,3.0,2.0, Depok,1560000000.0
83.0,154.0,5.0,2.0, Depok,1050000000.0
115.0,145.0,3.0,3.0, Depok,1560000000.0
450.0,250.0,6.0,2.0, Depok,4900000000.0
80.0,100.0,3.0,3.0, Depok,1730000000.0
80.0,60.0,4.0,3.0, Depok,1200000000.0
81.0,80.0,3.0,3.0, Depok,1220000000.0
400.0,250.0,6.0,2.0, Depok,4900000000.0
100.0,66.0,4.0,4.0, Depok,1000000000.0
50.0,36.0,2.0,1.0, Depok,350000000.0
72.0,72.0,2.0,1.0, Depok,660000000.0
98.0,100.0,3.0,3.0, Depok,1300000000.0
60.0,85.0,3.0,3.0, Depok,870000000.0
68.0,90.0,3.0,3.0, Depok,890000000.0
80.0,70.0,3.0,2.0, Depok,800000000.0
93.0,88.0,3.0,2.0, Depok,1170000000.0
72.0,110.0,3.0,3.0, Depok,1250000000.0
92.0,100.0,3.0,2.0, Depok,1100000000.0
98.0,130.0,3.0,3.0, Depok,1450000000.0
60.0,75.0,3.0,2.0, Depok,900000000.0
98.0,130.0,3.0,3.0, Depok,1300000000.0
127.0,180.0,5.0,5.0, Depok,2310000000.0
100.0,90.0,4.0,2.0, Depok,1430000000.0
46.0,36.0,2.0,1.0, Depok,575000000.0
268.0,140.0,4.0,3.0, Depok,3200000000.0
72.0,50.0,2.0,1.0, Depok,485000000.0
40.0,46.0,2.0,2.0, Depok,506000000.0
80.0,70.0,3.0,2.0, Depok,980000000.0
80.0,70.0,3.0,2.0, Depok,980000000.0
80.0,70.0,3.0,2.0, Depok,980000000.0
63.0,70.0,3.0,2.0, Depok,846000000.0
93.0,88.0,2.0,1.0, Depok,1170000000.0
93.0,88.0,2.0,1.0, Depok,1170000000.0
84.0,189.0,3.0,3.0, Jakarta Barat,1850000000.0
260.0,387.0,4.0,3.0, Jakarta Barat,6800000000.0
60.0,132.0,3.0,3.0, Jakarta Barat,1650000000.0
89.0,227.0,5.0,4.0, Jakarta Barat,2400000000.0
112.0,160.0,4.0,2.0, Jakarta Barat,3550000000.0
84.0,144.0,5.0,2.0, Jakarta Barat,2400000000.0
120.0,200.0,3.0,2.0, Jakarta Barat,3550000000.0
75.0,150.0,4.0,3.0, Jakarta Barat,2600000000.0
105.0,196.0,4.0,4.0, Jakarta Barat,3700000000.0
64.0,168.0,4.0,3.0, Jakarta Barat,2200000000.0
50.0,128.0,3.0,3.0, Jakarta Barat,2100000000.0
61.0,144.0,3.0,3.0, Jakarta Barat,1800000000.0
225.0,255.0,1.0,1.0, Jakarta Barat,4700000000.0
135.0,250.0,3.0,3.0, Jakarta Barat,3000000000.0
136.0,336.0,10.0,11.0, Jakarta Barat,5500000000.0
198.0,500.0,6.0,2.0, Jakarta Barat,4000000000.0
233.0,315.0,5.0,6.0, Jakarta Barat,6300000000.0
140.0,140.0,3.0,3.0, Jakarta Barat,3000000000.0
64.0,168.0,4.0,3.0, Jakarta Barat,2200000000.0
88.0,200.0,6.0,4.0, Jakarta Barat,2700000000.0
377.0,712.0,4.0,4.0, Jakarta Barat,8490000000.0
75.0,150.0,3.0,3.0, Jakarta Barat,2600000000.0
225.0,255.0,1.0,1.0, Jakarta Barat,4700000000.0
141.0,282.0,1.0,1.0, Jakarta Barat,3950000000.0
282.0,300.0,3.0,3.0, Jakarta Barat,5500000000.0
156.0,123.0,3.0,2.0, Jakarta Barat,3000000000.0
192.0,192.0,1.0,1.0, Jakarta Barat,3350000000.0
258.0,400.0,6.0,5.0, Jakarta Barat,6500000000.0
84.0,189.0,3.0,3.0, Jakarta Barat,1850000000.0
55.0,131.0,4.0,3.0, Jakarta Barat,2300000000.0
378.0,1000.0,5.0,4.0, Jakarta Barat,12000000000.0
36.0,73.0,3.0,3.0, Jakarta Barat,1350000000.0
117.0,150.0,3.0,2.0, Jakarta Barat,2500000000.0
377.0,570.0,4.0,4.0, Jakarta Barat,8500000000.0
80.0,170.0,3.0,3.0, Jakarta Barat,2700000000.0
75.0,150.0,3.0,3.0, Jakarta Barat,2600000000.0
84.0,180.0,3.0,3.0, Jakarta Barat,2500000000.0
136.0,336.0,10.0,11.0, Jakarta Barat,5500000000.0
39.0,110.0,3.0,3.0, Jakarta Barat,1590000000.0
84.0,185.0,3.0,2.0, Jakarta Barat,2400000000.0
102.0,294.0,4.0,5.0, Jakarta Barat,4300000000.0
140.0,210.0,4.0,4.0, Jakarta Barat,3750000000.0
140.0,126.0,3.0,2.0, Jakarta Barat,2750000000.0
168.0,236.0,3.0,3.0, Jakarta Barat,3100000000.0
180.0,168.0,3.0,3.0, Jakarta Barat,3500000000.0
80.0,130.0,3.0,3.0, Jakarta Selatan,1710000000.0
