land_size_m2,building_size_m2,bedrooms,bathrooms,city,price_in_rp
179.0,250.0,5.0,3.0, Bekasi,3100000000.0
78.0,55.0,4.0,2.0, Bekasi,700000000.0
90.0,105.0,3.0,3.0, Bekasi,2000000000.0
126.0,165.0,6.0,4.0, Bekasi,2700000000.0
60.0,36.0,2.0,1.0, Bekasi,420000000.0
107.0,90.0,3.0,1.0, Bekasi,1200000000.0
200.0,143.0,3.0,2.0, Bekasi,2300000000.0
164.0,156.0,7.0,2.0, Bekasi,1950000000.0
105.0,110.0,2.0,2.0, Bekasi,2000000000.0
78.0,83.0,3.0,3.0, Bekasi,764000000.0
78.0,83.0,3.0,3.0, Bekasi,764000000.0
194.0,90.0,3.0,2.0, Bekasi,1400000000.0
72.0,45.0,2.0,2.0, Bekasi,385000000.0
90.0,100.0,3.0,2.0, Bekasi,950000000.0
60.0,38.0,3.0,1.0, Bekasi,345000000.0
60.0,50.0,2.0,1.0, Bekasi,250000000.0
72.0,36.0,2.0,1.0, Bekasi,481000000.0
27.0,72.0,2.0,1.0, Bekasi,555000000.0
70.0,40.0,2.0,1.0, Bekasi,375000000.0
80.0,121.0,3.0,2.0, Bekasi,723000000.0
120.0,80.0,2.0,1.0, Bekasi,495000000.0
60.0,53.0,3.0,2.0, Bekasi,850000000.0
77.0,42.0,2.0,1.0, Bekasi,400000000.0
84.0,58.0,2.0,1.0, Bekasi,777000000.0
72.0,48.0,2.0,1.0, Bekasi,625000000.0
1070.0,720.0,5.0,4.0, Bekasi,6000000000.0
72.0,90.0,3.0,2.0, Bekasi,1000000000.0
144.0,133.0,4.0,4.0, Bekasi,1400000000.0
84.0,70.0,2.0,2.0, Bekasi,650000000.0
348.0,430.0,5.0,4.0, Bekasi,4850000000.0
82.0,60.0,3.0,2.0, Bekasi,700000000.0
72.0,36.0,3.0,1.0, Bekasi,418000000.0
60.0,50.0,2.0,1.0, Bekasi,320000000.0
60.0,50.0,2.0,1.0, Bekasi,370000000.0
60.0,45.0,2.0,1.0, Bekasi,325000000.0
119.0,80.0,2.0,1.0, Bekasi,750000000.0
60.0,45.0,2.0,1.0, Bekasi,450000000.0
110.0,70.0,2.0,1.0, Bekasi,600000000.0
110.0,70.0,2.0,2.0, Bekasi,600000000.0
60.0,45.0,2.0,1.0, Bekasi,325000000.0
60.0,45.0,2.0,1.0, Bekasi,435000000.0
119.0,80.0,2.0,1.0, Bekasi,750000000.0
78.0,150.0,4.0,2.0, Bekasi,800000000.0
60.0,45.0,2.0,1.0, Bekasi,480000000.0
60.0,42.0,2.0,1.0, Bekasi,250000000.0
74.0,70.0,2.0,2.0, Bekasi,550000000.0
241.0,140.0,5.0,3.0, Bekasi,2900000000.0
220.0,300.0,3.0,2.0, Bekasi,4800000000.0
93.0,80.0,2.0,2.0, Bekasi,975000000.0
180.0,180.0,3.0,1.0, Bekasi,1400000000.0
72.0,50.0,2.0,1.0, Bekasi,550000000.0
180.0,150.0,2.0,2.0, Bekasi,1350000000.0
90.0,69.0,3.0,1.0, Bekasi,850000000.0
135.0,117.0,4.0,2.0, Bekasi,1100000000.0
93.0,80.0,3.0,2.0, Bekasi,950000000.0
65.0,80.0,3.0,2.0, Bekasi,950000000.0
375.0,385.0,4.0,2.0, Bekasi,2300000000.0
79.0,90.0,3.0,2.0, Bekasi,695000000.0
70.0,90.0,3.0,2.0, Bekasi,695000000.0
135.0,78.0,2.0,1.0, Bekasi,980000000.0
70.0,50.0,2.0,1.0, Bekasi,470000000.0
72.0,36.0,2.0,1.0, Bekasi,496000000.0
80.0,120.0,2.0,2.0, Bekasi,600000000.0
72.0,54.0,2.0,1.0, Bekasi,399000000.0
72.0,50.0,2.0,1.0, Bekasi,450000000.0
200.0,143.0,3.0,2.0, Bekasi,2300000000.0
112.0,112.0,3.0,2.0, Bekasi,475000000.0
126.0,140.0,6.0,3.0, Bekasi,1300000000.0
60.0,36.0,2.0,1.0, Bekasi,265000000.0
100.0,45.0,2.0,1.0, Bekasi,380000000.0
60.0,50.0,3.0,1.0, Bekasi,160000000.0
60.0,80.0,3.0,2.0, Bekasi,525000000.0
105.0,75.0,2.0,1.0, Bekasi,770000000.0
78.0,54.0,2.0,1.0, Bekasi,750000000.0
90.0,55.0,2.0,2.0, Bekasi,690000000.0
78.0,45.0,3.0,2.0, Bekasi,700000000.0
78.0,70.0,3.0,2.0, Bekasi,995000000.0
72.0,60.0,2.0,1.0, Bekasi,570000000.0
84.0,45.0,2.0,1.0, Bekasi,570000000.0
72.0,48.0,2.0,1.0, Bekasi,450000000.0
542.0,300.0,6.0,2.0, Bekasi,3500000000.0
90.0,170.0,3.0,2.0, Bekasi,1150000000.0
90.0,170.0,3.0,2.0, Bekasi,1150000000.0
182.0,220.0,4.0,2.0, Bekasi,1100000000.0
114.0,70.0,3.0,2.0, Bekasi,500000000.0
225.0,300.0,3.0,2.0, Bekasi,2400000000.0
225.0,300.0,3.0,2.0, Bekasi,2400000000.0
94.0,160.0,3.0,2.0, Bekasi,1290000000.0
140.0,100.0,4.0,3.0, Bogor,690000000.0
129.0,100.0,3.0,2.0, Bogor,995000000.0
264.0,400.0,8.0,3.0, Bogor,4500000000.0
923.0,401.0,4.0,5.0, Bogor,11500000000.0
1064.0,800.0,5.0,4.0, Bogor,22500000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
90.0,110.0,3.0,2.0, Bogor,1440000000.0
90.0,80.0,2.0,1.0, Bogor,550000000.0
1400.0,300.0,4.0,3.0, Bogor,9500000000.0
420.0,400.0,5.0,5.0, Bogor,5500000000.0
2916.0,500.0,2.0,6.0, Bogor,16500000000.0
90.0,150.0,3.0,2.0, Bogor,1000000000.0
90.0,110.0,3.0,2.0, Bogor,1440000000.0
162.0,196.0,4.0,2.0, Bogor,3000000000.0
105.0,150.0,3.0,2.0, Bogor,1380000000.0
2916.0,500.0,3.0,2.0, Bogor,16500000000.0
70.0,90.0,3.0,1.0, Bogor,945000000.0
90.0,110.0,3.0,2.0, Bogor,1440000000.0
105.0,150.0,3.0,2.0, Bogor,1380000000.0
144.0,200.0,5.0,6.0, Bogor,2000000000.0
300.0,520.0,4.0,4.0, Bogor,5500000000.0
517.0,305.0,4.0,3.0, Bogor,5750000000.0
312.0,250.0,4.0,3.0, Bogor,5900000000.0
514.0,340.0,3.0,3.0, Bogor,6200000000.0
224.0,90.0,2.0,1.0, Bogor,1800000000.0
90.0,100.0,2.0,2.0, Bogor,650000000.0
216.0,120.0,2.0,3.0, Bogor,1900000000.0
481.0,242.0,4.0,3.0, Bogor,5100000000.0
90.0,90.0,2.0,1.0, Bogor,900000000.0
139.0,130.0,3.0,2.0, Bogor,850000000.0
90.0,100.0,2.0,2.0, Bogor,650000000.0
150.0,62.0,2.0,1.0, Bogor,1300000000.0
216.0,110.0,2.0,4.0, Bogor,2150000000.0
323.0,500.0,4.0,4.0, Bogor,3500000000.0
117.0,160.0,5.0,3.0, Bogor,1300000000.0
144.0,105.0,3.0,2.0, Bogor,1250000000.0
137.0,40.0,2.0,1.0, Bogor,700000000.0
358.0,250.0,3.0,2.0, Bogor,4500000000.0
350.0,620.0,8.0,6.0, Bogor,8500000000.0
126.0,102.0,3.0,2.0, Bogor,1900000000.0
329.0,275.0,3.0,4.0, Bogor,3900000000.0
663.0,300.0,4.0,3.0, Bogor,4500000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
450.0,800.0,6.0,5.0, Bogor,18000000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
180.0,300.0,4.0,4.0, Bogor,2500000000.0
2786.0,1500.0,5.0,5.0, Bogor,30000000000.0
575.0,200.0,3.0,2.0, Bogor,4500000000.0
360.0,400.0,4.0,4.0, Bogor,7000000000.0
150.0,62.0,2.0,1.0, Bogor,1300000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
150.0,63.0,2.0,1.0, Bogor,1000000000.0
84.0,89.0,3.0,2.0, Bogor,1250000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
313.0,360.0,4.0,5.0, Bogor,6500000000.0
2786.0,1500.0,5.0,5.0, Bogor,30000000000.0
299.0,125.0,3.0,2.0, Bogor,2300000000.0
299.0,125.0,3.0,2.0, Bogor,2300000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
183.0,145.0,3.0,3.0, Bogor,2400000000.0
120.0,240.0,4.0,4.0, Bogor,1200000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
84.0,89.0,3.0,2.0, Bogor,1250000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
150.0,62.0,2.0,1.0, Bogor,1300000000.0
144.0,88.0,3.0,2.0, Bogor,1250000000.0
543.0,495.0,4.0,4.0, Bogor,11000000000.0
396.0,299.0,4.0,3.0, Bogor,5000000000.0
396.0,299.0,4.0,3.0, Bogor,5000000000.0
321.0,500.0,4.0,4.0, Bogor,3500000000.0
313.0,360.0,4.0,5.0, Bogor,6500000000.0
575.0,200.0,3.0,2.0, Bogor,4500000000.0
340.0,400.0,4.0,4.0, Bogor,7000000000.0
150.0,63.0,2.0,1.0, Bogor,1000000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
483.0,500.0,5.0,6.0, Bogor,8500000000.0
180.0,300.0,4.0,4.0, Bogor,2500000000.0
105.0,60.0,2.0,2.0, Bogor,750000000.0
396.0,299.0,4.0,3.0, Bogor,5000000000.0
84.0,89.0,3.0,2.0, Bogor,1250000000.0
321.0,500.0,4.0,4.0, Bogor,3500000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
313.0,360.0,4.0,5.0, Bogor,6500000000.0
340.0,400.0,4.0,4.0, Bogor,7000000000.0
575.0,200.0,3.0,2.0, Bogor,4500000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
84.0,89.0,3.0,2.0, Bogor,1250000000.0
321.0,500.0,4.0,4.0, Bogor,3500000000.0
150.0,63.0,2.0,1.0, Bogor,1000000000.0
321.0,500.0,4.0,4.0, Bogor,3500000000.0
396.0,299.0,4.0,3.0, Bogor,5000000000.0
526.0,400.0,4.0,4.0, Bogor,6000000000.0
299.0,125.0,3.0,2.0, Bogor,2300000000.0
543.0,495.0,4.0,4.0, Bogor,11000000000.0
526.0,400.0,4.0,4.0, Bogor,6000000000.0
108.0,62.0,2.0,1.0, Bogor,9500000000.0
396.0,299.0,4.0,3.0, Bogor,5000000000.0
144.0,88.0,3.0,3.0, Bogor,1250000000.0
299.0,125.0,3.0,2.0, Bogor,2300000000.0
84.0,60.0,2.0,2.0, Bogor,550000000.0
329.0,299.0,3.0,4.0, Bogor,3900000000.0
498.0,400.0,4.0,4.0, Bogor,5500000000.0
330.0,362.0,3.0,3.0, Bogor,5000000000.0
141.0,141.0,5.0,3.0, Bogor,1500000000.0
375.0,450.0,4.0,3.0, Bogor,7000000000.0
334.0,350.0,4.0,2.0, Bogor,4500000000.0
81.0,65.0,3.0,2.0, Bogor,575000000.0
90.0,65.0,2.0,2.0, Bogor,825000000.0
127.0,200.0,3.0,3.0, Bogor,3700000000.0
90.0,90.0,2.0,1.0, Bogor,900000000.0
180.0,300.0,4.0,4.0, Bogor,2500000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
127.0,200.0,3.0,3.0, Bogor,3700000000.0
141.0,141.0,5.0,3.0, Bogor,1500000000.0
375.0,450.0,4.0,3.0, Bogor,7000000000.0
334.0,350.0,4.0,2.0, Bogor,4500000000.0
81.0,65.0,3.0,2.0, Bogor,575000000.0
90.0,65.0,2.0,2.0, Bogor,825000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
90.0,90.0,2.0,1.0, Bogor,900000000.0
180.0,300.0,4.0,4.0, Bogor,2500000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
84.0,89.0,3.0,2.0, Bogor,1250000000.0
321.0,500.0,4.0,4.0, Bogor,3500000000.0
404.0,200.0,3.0,3.0, Bogor,3170000000.0
404.0,200.0,3.0,3.0, Bogor,3160000000.0
404.0,200.0,3.0,3.0, Bogor,3150000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
323.0,500.0,4.0,4.0, Bogor,3500000000.0
105.0,44.0,2.0,1.0, Bogor,775000000.0
375.0,450.0,4.0,3.0, Bogor,7000000000.0
330.0,362.0,3.0,3.0, Bogor,5000000000.0
498.0,400.0,4.0,4.0, Bogor,5000000000.0
90.0,60.0,1.0,1.0, Bogor,1100000000.0
543.0,495.0,4.0,4.0, Bogor,11000000000.0
526.0,400.0,4.0,4.0, Bogor,6000000000.0
299.0,125.0,3.0,2.0, Bogor,2300000000.0
144.0,88.0,3.0,2.0, Bogor,1250000000.0
334.0,350.0,4.0,2.0, Bogor,4500000000.0
108.0,50.0,2.0,1.0, Bogor,950000000.0
396.0,299.0,4.0,3.0, Bogor,5000000000.0
150.0,63.0,2.0,1.0, Bogor,1000000000.0
323.0,500.0,4.0,4.0, Bogor,3500000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
90.0,70.0,3.0,1.0, Bogor,945000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
575.0,200.0,3.0,2.0, Bogor,4500000000.0
340.0,400.0,4.0,3.0, Bogor,7500000000.0
313.0,360.0,4.0,5.0, Bogor,7000000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
313.0,360.0,4.0,5.0, Bogor,7000000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
340.0,400.0,4.0,4.0, Bogor,7500000000.0
266.0,400.0,4.0,3.0, Bogor,2900000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
315.0,150.0,3.0,3.0, Bogor,2900000000.0
323.0,500.0,4.0,4.0, Bogor,3500000000.0
518.0,515.0,4.0,5.0, Bogor,11500000000.0
334.0,350.0,4.0,2.0, Bogor,4500000000.0
105.0,44.0,2.0,1.0, Bogor,775000000.0
498.0,300.0,3.0,2.0, Bogor,5000000000.0
345.0,200.0,3.0,3.0, Bogor,4500000000.0
84.0,89.0,3.0,2.0, Bogor,1650000000.0
140.0,88.0,3.0,2.0, Bogor,1250000000.0
224.0,90.0,2.0,1.0, Bogor,1800000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
72.0,45.0,2.0,1.0, Bogor,570000000.0
133.0,185.0,3.0,2.0, Bogor,2300000000.0
72.0,54.0,3.0,2.0, Bogor,600000000.0
242.0,188.0,2.0,2.0, Bogor,3500000000.0
224.0,100.0,2.0,2.0, Bogor,1900000000.0
301.0,250.0,5.0,4.0, Bogor,3250000000.0
323.0,200.0,2.0,3.0, Bogor,3500000000.0
133.0,185.0,3.0,3.0, Bogor,2300000000.0
202.0,370.0,3.0,2.0, Bogor,2500000000.0
300.0,500.0,4.0,2.0, Bogor,5300000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
886.0,500.0,4.0,4.0, Bogor,14500000000.0
1118.0,600.0,5.0,4.0, Bogor,15500000000.0
1050.0,1000.0,5.0,5.0, Bogor,22000000000.0
1156.0,500.0,3.0,3.0, Bogor,15500000000.0
312.0,300.0,4.0,4.0, Bogor,5500000000.0
120.0,105.0,3.0,3.0, Bogor,2100000000.0
180.0,120.0,2.0,1.0, Bogor,1600000000.0
108.0,160.0,3.0,3.0, Bogor,1700000000.0
120.0,120.0,3.0,3.0, Bogor,800000000.0
313.0,250.0,4.0,4.0, Bogor,5500000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
313.0,250.0,4.0,4.0, Bogor,5500000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
287.0,250.0,3.0,3.0, Bogor,3800000000.0
12.0,130.0,3.0,2.0, Bogor,1800000000.0
1610.0,500.0,5.0,5.0, Bogor,19500000000.0
90.0,120.0,4.0,3.0, Bogor,1100000000.0
90.0,150.0,3.0,2.0, Bogor,1150000000.0
120.0,150.0,5.0,4.0, Bogor,725000000.0
287.0,250.0,4.0,3.0, Bogor,3800000000.0
1156.0,500.0,3.0,3.0, Bogor,15500000000.0
1250.0,700.0,4.0,4.0, Bogor,29000000000.0
886.0,500.0,4.0,4.0, Bogor,14500000000.0
630.0,600.0,5.0,3.0, Bogor,7900000000.0
232.0,120.0,3.0,1.0, Bogor,1650000000.0
315.0,200.0,3.0,2.0, Bogor,2500000000.0
90.0,60.0,2.0,2.0, Bogor,1100000000.0
248.0,100.0,2.0,1.0, Bogor,1600000000.0
108.0,100.0,3.0,2.0, Bogor,1350000000.0
328.0,160.0,3.0,2.0, Bogor,3000000000.0
90.0,65.0,2.0,2.0, Bogor,850000000.0
211.0,53.0,2.0,1.0, Bogor,1350000000.0
78.0,100.0,3.0,3.0, Bogor,1150000000.0
328.0,250.0,4.0,3.0, Bogor,3950000000.0
481.0,250.0,4.0,4.0, Bogor,5300000000.0
224.0,220.0,4.0,3.0, Bogor,3850000000.0
488.0,250.0,4.0,3.0, Bogor,4100000000.0
323.0,220.0,2.0,3.0, Bogor,3500000000.0
406.0,250.0,3.0,3.0, Bogor,3200000000.0
120.0,120.0,3.0,3.0, Bogor,800000000.0
866.0,500.0,4.0,4.0, Bogor,14500000000.0
309.0,600.0,5.0,5.0, Bogor,8500000000.0
315.0,250.0,4.0,4.0, Bogor,3800000000.0
1153.0,500.0,3.0,4.0, Bogor,15500000000.0
171.0,120.0,3.0,3.0, Bogor,1700000000.0
234.0,240.0,4.0,3.0, Bogor,4500000000.0
176.0,120.0,3.0,2.0, Bogor,1300000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
220.0,221.0,4.0,3.0, Bogor,2750000000.0
90.0,60.0,2.0,2.0, Bogor,585000000.0
228.0,200.0,3.0,3.0, Bogor,2300000000.0
230.0,200.0,3.0,3.0, Bogor,2500000000.0
234.0,200.0,4.0,4.0, Bogor,4400000000.0
120.0,100.0,3.0,3.0, Bogor,1800000000.0
108.0,53.0,2.0,1.0, Bogor,675000000.0
2200.0,700.0,4.0,4.0, Bogor,14500000000.0
216.0,180.0,4.0,3.0, Bogor,2300000000.0
300.0,250.0,4.0,4.0, Bogor,4700000000.0
180.0,100.0,2.0,1.0, Bogor,1600000000.0
866.0,400.0,4.0,4.0, Bogor,14500000000.0
313.0,250.0,4.0,4.0, Bogor,5500000000.0
313.0,250.0,4.0,4.0, Bogor,5500000000.0
120.0,120.0,3.0,3.0, Bogor,1700000000.0
600.0,250.0,4.0,3.0, Bogor,4350000000.0
315.0,250.0,4.0,3.0, Bogor,2900000000.0
323.0,250.0,2.0,3.0, Bogor,3500000000.0
300.0,250.0,4.0,4.0, Bogor,4700000000.0
108.0,160.0,3.0,3.0, Bogor,1700000000.0
1610.0,400.0,5.0,5.0, Bogor,19500000000.0
120.0,100.0,3.0,3.0, Bogor,800000000.0
1250.0,250.0,2.0,3.0, Bogor,20000000000.0
90.0,120.0,3.0,2.0, Bogor,1150000000.0
403.0,145.0,3.0,2.0, Bogor,3200000000.0
1023.0,401.0,5.0,4.0, Bogor,15000000000.0
287.0,250.0,4.0,3.0, Bogor,3800000000.0
1023.0,401.0,5.0,4.0, Bogor,15000000000.0
287.0,250.0,4.0,3.0, Bogor,3800000000.0
664.0,300.0,4.0,3.0, Bogor,4900000000.0
1156.0,500.0,3.0,3.0, Bogor,15500000000.0
886.0,500.0,4.0,4.0, Bogor,14500000000.0
323.0,200.0,3.0,2.0, Bogor,2850000000.0
1118.0,600.0,6.0,6.0, Bogor,15500000000.0
120.0,235.0,5.0,5.0, Bogor,2500000000.0
323.0,300.0,3.0,4.0, Bogor,3500000000.0
60.0,120.0,2.0,2.0, Bogor,585000000.0
379.0,250.0,4.0,3.0, Bogor,1900000000.0
710.0,612.0,5.0,4.0, Bogor,6300000000.0
300.0,250.0,2.0,3.0, Bogor,3500000000.0
81.0,50.0,2.0,1.0, Bogor,495000000.0
663.0,250.0,4.0,3.0, Bogor,4500000000.0
181.0,179.0,4.0,4.0, Bogor,4700000000.0
710.0,612.0,5.0,4.0, Bogor,5750000000.0
60.0,36.0,2.0,1.0, Bogor,300000000.0
84.0,70.0,2.0,1.0, Bogor,630000000.0
200.0,90.0,3.0,2.0, Bogor,1680000000.0
84.0,70.0,2.0,1.0, Bogor,630000000.0
72.0,60.0,2.0,1.0, Bogor,599000000.0
60.0,55.0,2.0,2.0, Bogor,890000000.0
90.0,45.0,2.0,1.0, Bogor,810000000.0
84.0,70.0,2.0,1.0, Bogor,630000000.0
72.0,60.0,2.0,1.0, Bogor,599000000.0
72.0,60.0,2.0,1.0, Bogor,600000000.0
98.0,78.0,2.0,3.0, Bogor,1200000000.0
60.0,30.0,2.0,1.0, Bogor,499000000.0
90.0,45.0,2.0,1.0, Bogor,810000000.0
90.0,45.0,2.0,1.0, Bogor,810000000.0
84.0,70.0,2.0,1.0, Bogor,630000000.0
72.0,60.0,2.0,1.0, Bogor,599000000.0
90.0,45.0,2.0,1.0, Bogor,810000000.0
84.0,70.0,2.0,1.0, Bogor,630000000.0
72.0,60.0,2.0,1.0, Bogor,599000000.0
60.0,32.0,2.0,1.0, Bogor,351000000.0
90.0,38.0,2.0,1.0, Bogor,325000000.0
36.0,72.0,2.0,1.0, Bogor,245000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
72.0,22.0,1.0,1.0, Bogor,250000000.0
112.0,68.0,3.0,2.0, Bogor,375000000.0
200.0,100.0,3.0,2.0, Bogor,975000000.0
72.0,60.0,2.0,1.0, Bogor,325000000.0
105.0,100.0,3.0,2.0, Bogor,1450000000.0
105.0,100.0,3.0,2.0, Bogor,1450000000.0
60.0,51.0,3.0,2.0, Bogor,500000000.0
120.0,79.0,2.0,1.0, Bogor,1500000000.0
90.0,75.0,3.0,2.0, Bogor,359000000.0
60.0,38.0,2.0,1.0, Bogor,350000000.0
60.0,29.0,2.0,1.0, Bogor,168000000.0
72.0,21.0,2.0,1.0, Bogor,195000000.0
90.0,36.0,2.0,1.0, Bogor,280000000.0
60.0,30.0,2.0,1.0, Bogor,530000000.0
60.0,23.0,1.0,1.0, Bogor,493000000.0
150.0,45.0,2.0,1.0, Bogor,130000000.0
105.0,36.0,2.0,1.0, Bogor,475000000.0
72.0,50.0,2.0,1.0, Bogor,500000000.0
72.0,50.0,2.0,1.0, Bogor,525000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
84.0,45.0,2.0,1.0, Bogor,660000000.0
84.0,45.0,2.0,2.0, Bogor,700000000.0
62.0,36.0,2.0,1.0, Bogor,333000000.0
72.0,50.0,2.0,1.0, Bogor,525000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
116.0,85.0,3.0,2.0, Bogor,780000000.0
66.0,56.0,3.0,2.0, Bogor,600000000.0
66.0,56.0,3.0,2.0, Bogor,600000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
116.0,85.0,3.0,2.0, Bogor,780000000.0
116.0,85.0,3.0,2.0, Bogor,780000000.0
116.0,85.0,3.0,2.0, Bogor,780000000.0
96.0,80.0,2.0,2.0, Bogor,555000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
70.0,36.0,2.0,1.0, Bogor,530000000.0
84.0,39.0,2.0,1.0, Bogor,930000000.0
81.0,45.0,2.0,1.0, Bogor,900000000.0
104.0,60.0,2.0,2.0, Bogor,1080000000.0
68.0,36.0,2.0,1.0, Bogor,500000000.0
60.0,65.0,2.0,2.0, Bogor,1080000000.0
84.0,39.0,2.0,1.0, Bogor,930000000.0
104.0,60.0,2.0,2.0, Bogor,1080000000.0
81.0,51.0,3.0,2.0, Bogor,960000000.0
120.0,98.0,4.0,4.0, Bogor,1400000000.0
68.0,36.0,2.0,1.0, Bogor,500000000.0
81.0,45.0,2.0,1.0, Bogor,900000000.0
94.0,70.0,3.0,2.0, Bogor,1150000000.0
120.0,98.0,4.0,4.0, Bogor,1400000000.0
60.0,65.0,2.0,2.0, Bogor,1080000000.0
84.0,39.0,2.0,1.0, Bogor,930000000.0
81.0,45.0,2.0,1.0, Bogor,900000000.0
94.0,70.0,3.0,2.0, Bogor,1150000000.0
70.0,36.0,2.0,1.0, Bogor,530000000.0
90.0,36.0,2.0,2.0, Bogor,599000000.0
120.0,98.0,4.0,4.0, Bogor,1400000000.0
68.0,36.0,2.0,1.0, Bogor,500000000.0
60.0,65.0,2.0,2.0, Bogor,1080000000.0
39.0,84.0,2.0,1.0, Bogor,930000000.0
81.0,45.0,2.0,1.0, Bogor,900000000.0
70.0,36.0,2.0,1.0, Bogor,530000000.0
70.0,36.0,2.0,1.0, Bogor,530000000.0
70.0,36.0,2.0,1.0, Bogor,530000000.0
68.0,36.0,2.0,1.0, Bogor,500000000.0
60.0,65.0,2.0,2.0, Bogor,1080000000.0
84.0,39.0,2.0,1.0, Bogor,930000000.0
81.0,45.0,2.0,1.0, Bogor,900000000.0
81.0,51.0,3.0,2.0, Bogor,960000000.0
120.0,98.0,4.0,4.0, Bogor,1400000000.0
70.0,36.0,2.0,1.0, Bogor,530000000.0
104.0,60.0,2.0,2.0, Bogor,1080000000.0
94.0,70.0,3.0,2.0, Bogor,1150000000.0
72.0,39.0,2.0,1.0, Bogor,800000000.0
65.0,60.0,3.0,2.0, Bogor,637000000.0
78.0,60.0,3.0,2.0, Bogor,755000000.0
64.0,60.0,3.0,2.0, Bogor,685000000.0
60.0,35.0,2.0,1.0, Bogor,438000000.0
63.0,36.0,2.0,1.0, Bogor,438000000.0
65.0,87.0,3.0,2.0, Bogor,1090000000.0
90.0,80.0,3.0,2.0, Bogor,570000000.0
60.0,36.0,2.0,1.0, Bogor,435000000.0
60.0,94.0,2.0,2.0, Bogor,960000000.0
60.0,40.0,2.0,1.0, Bogor,466000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
83.0,45.0,2.0,1.0, Bogor,500000000.0
104.0,180.0,5.0,2.0, Bogor,1620000000.0
60.0,45.0,2.0,1.0, Bogor,375000000.0
104.0,180.0,5.0,2.0, Bogor,1620000000.0
105.0,45.0,2.0,1.0, Bogor,810000000.0
84.0,76.0,3.0,2.0, Bogor,1140000000.0
84.0,84.0,3.0,2.0, Bogor,1080000000.0
40.0,36.0,2.0,1.0, Bogor,195000000.0
75.0,38.0,2.0,1.0, Bogor,500000000.0
55.0,36.0,2.0,1.0, Bogor,100000000.0
60.0,40.0,2.0,1.0, Bogor,275000000.0
84.0,45.0,2.0,1.0, Bogor,400000000.0
84.0,45.0,2.0,1.0, Bogor,400000000.0
72.0,39.0,2.0,1.0, Bogor,456000000.0
72.0,36.0,2.0,1.0, Bogor,473000000.0
60.0,40.0,2.0,1.0, Bogor,275000000.0
60.0,40.0,2.0,1.0, Bogor,275000000.0
42.0,42.0,2.0,1.0, Bogor,160000000.0
60.0,40.0,2.0,1.0, Bogor,399000000.0
60.0,36.0,2.0,1.0, Bogor,225000000.0
150.0,147.0,4.0,4.0, Bogor,790000000.0
55.0,36.0,2.0,1.0, Bogor,150000000.0
113.0,36.0,2.0,1.0, Bogor,437000000.0
60.0,55.0,2.0,1.0, Bogor,250000000.0
